"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018/2019","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427489","11.3","27380","","","","0"
"2018/2019","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427490","11.4","26399","","","","0"
"2018/2019","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427491","11.5","29610","","","","0"
"2018/2019","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427492","11.6","23130","","","","0"
"2018/2019","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427493","11.7","27608","","","","0"
"2018/2019","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427494","11.8","24704","","","","0"
"2018/2019","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427495","11.9","28606","","","","0"
"2018/2019","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427484","11.10","31318","","","","0"
"2018/2019","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427485","11.11","29878","","","","0"
"2018/2019","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v1073542435","11.12","","..","","","0"
"2018/2019","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v1073542436","11.13","","..","","","0"
"2018/2019","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","20132","","","","0"
"2018/2019","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v1073542437","11.15","","..","","","0"
"2018/2019","British Columbia","2016A000259","Veterinary medicine","Current dollars","75","units","0","v1073542438","11.16","","..","","","0"
"2018/2019","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","26077","","","","0"
"2018/2019","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648215","11.18","16646","","","","0"
"2019/2020","Canada","2016A000011124","Total, field of study","Current dollars","75","units","0","v1001414713","1.19","29883","","","","0"
"2019/2020","Canada","2016A000011124","Education","Current dollars","75","units","0","v62427452","1.1","21057","","","","0"
"2019/2020","Canada","2016A000011124","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427461","1.2","25467","","","","0"
"2019/2020","Canada","2016A000011124","Humanities","Current dollars","75","units","0","v62427462","1.3","27517","","","","0"
"2019/2020","Canada","2016A000011124","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427463","1.4","27891","","","","0"
"2019/2020","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427464","1.5","34273","","","","0"
"2019/2020","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427465","1.6","29039","","","","0"
"2019/2020","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427466","1.7","32394","","","","0"
"2019/2020","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427467","1.8","32989","","","","0"
"2019/2020","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427468","1.9","33462","","","","0"
"2019/2020","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427453","1.10","27751","","","","0"
"2019/2020","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427454","1.11","26260","","","","0"
"2019/2020","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427455","1.12","55102","","","","0"
"2019/2020","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427456","1.13","35271","","","","0"
"2019/2020","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427457","1.14","21921","","","","0"
"2019/2020","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427458","1.15","39531","","","","0"
"2019/2020","Canada","2016A000011124","Veterinary medicine","Current dollars","75","units","0","v62427459","1.16","63406","","","","0"
"2019/2020","Canada","2016A000011124","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427460","1.17","24553","","","","0"
"2019/2020","Canada","2016A000011124","Personal, protective and transportation services","Current dollars","75","units","0","v114648210","1.18","23694","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Total, field of study","Current dollars","75","units","0","v1001414714","2.19","11983","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Education","Current dollars","75","units","0","v62427496","2.1","12606","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","11460","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","11460","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","11460","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Law","Current dollars","75","units","0","v1073542408","2.5","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","12606","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Current dollars","75","units","0","v62427505","2.7","11460","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427506","2.8","11460","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Engineering","Current dollars","75","units","0","v62427507","2.9","12606","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Architecture","Current dollars","75","units","0","v1073542409","2.10","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399418","2.11","11460","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Dentistry","Current dollars","75","units","0","v1073542410","2.12","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Medicine","Current dollars","75","units","0","v62427497","2.13","30000","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Nursing","Current dollars","75","units","0","v62427498","2.14","11460","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Pharmacy","Current dollars","75","units","0","v62427499","2.15","12606","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Veterinary medicine","Current dollars","75","units","0","v1073542411","2.16","","..","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","11460","","","","0"
"2019/2020","Newfoundland and Labrador","2016A000210","Personal, protective and transportation services","Current dollars","75","units","0","v114648211","2.18","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","20681","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","15632","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","13590","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","13590","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","13590","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Law","Current dollars","75","units","0","v1073542412","3.5","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","13590","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","13590","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","13590","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","13590","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Architecture","Current dollars","75","units","0","v1073542413","3.10","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Agriculture, natural resources and conservation","Current dollars","75","units","0","v1001399419","3.11","13590","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Dentistry","Current dollars","75","units","0","v1073542414","3.12","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Medicine","Current dollars","75","units","0","v1073542415","3.13","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","13590","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542416","3.15","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","66500","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","13590","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1073542417","3.18","","..","","","0"
"2019/2020","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414716","4.19","18621","","","","0"
"2019/2020","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","15254","","","","0"
"2019/2020","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","19361","","","","0"
"2019/2020","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","17492","","","","0"
"2019/2020","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427528","4.4","17815","","","","0"
"2019/2020","Nova Scotia","2016A000212","Law","Current dollars","75","units","0","v62427529","4.5","26510","","","","0"
"2019/2020","Nova Scotia","2016A000212","Business, management and public administration","Current dollars","75","units","0","v62427530","4.6","18069","","","","0"
"2019/2020","Nova Scotia","2016A000212","Physical and life sciences and technologies","Current dollars","75","units","0","v62427531","4.7","18485","","","","0"
"2019/2020","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427532","4.8","19115","","","","0"
"2019/2020","Nova Scotia","2016A000212","Engineering","Current dollars","75","units","0","v62427533","4.9","20236","","","","0"
"2019/2020","Nova Scotia","2016A000212","Architecture","Current dollars","75","units","0","v62427520","4.10","18752","","","","0"
"2019/2020","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","16650","","","","0"
"2019/2020","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","52538","","","","0"
"2019/2020","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","31940","","","","0"
"2019/2020","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","18270","","","","0"
"2019/2020","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","23132","","","","0"
"2019/2020","Nova Scotia","2016A000212","Veterinary medicine","Current dollars","75","units","0","v1073542418","4.16","","..","","","0"
"2019/2020","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427525","4.17","17305","","","","0"
"2019/2020","Nova Scotia","2016A000212","Personal, protective and transportation services","Current dollars","75","units","0","v1073542419","4.18","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Total, field of study","Current dollars","75","units","0","v1001414717","5.19","16152","","","","0"
"2019/2020","New Brunswick","2016A000213","Education","Current dollars","75","units","0","v62427534","5.1","20528","","","","0"
"2019/2020","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427538","5.2","16396","","","","0"
"2019/2020","New Brunswick","2016A000213","Humanities","Current dollars","75","units","0","v62427539","5.3","16252","","","","0"
"2019/2020","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427540","5.4","14605","","","","0"
"2019/2020","New Brunswick","2016A000213","Law","Current dollars","75","units","0","v62427541","5.5","11771","","","","0"
"2019/2020","New Brunswick","2016A000213","Business, management and public administration","Current dollars","75","units","0","v62427542","5.6","15294","","","","0"
"2019/2020","New Brunswick","2016A000213","Physical and life sciences and technologies","Current dollars","75","units","0","v62427543","5.7","16198","","","","0"
"2019/2020","New Brunswick","2016A000213","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427544","5.8","14910","","","","0"
"2019/2020","New Brunswick","2016A000213","Engineering","Current dollars","75","units","0","v62427545","5.9","15252","","","","0"
"2019/2020","New Brunswick","2016A000213","Architecture","Current dollars","75","units","0","v1073542420","5.10","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427535","5.11","16827","","","","0"
"2019/2020","New Brunswick","2016A000213","Dentistry","Current dollars","75","units","0","v1073542421","5.12","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Medicine","Current dollars","75","units","0","v1073542422","5.13","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427536","5.14","13402","","","","0"
"2019/2020","New Brunswick","2016A000213","Pharmacy","Current dollars","75","units","0","v1073542423","5.15","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Veterinary medicine","Current dollars","75","units","0","v1073542424","5.16","","..","","","0"
"2019/2020","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427537","5.17","13750","","","","0"
"2019/2020","New Brunswick","2016A000213","Personal, protective and transportation services","Current dollars","75","units","0","v1073542425","5.18","","..","","","0"
"2019/2020","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414718","6.19","24275","","","","0"
"2019/2020","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427546","6.1","17964","","","","0"
"2019/2020","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","19357","","","","0"
"2019/2020","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","17893","","","","0"
"2019/2020","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","23528","","","","0"
"2019/2020","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","27375","","","","0"
"2019/2020","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","25030","","","","0"
"2019/2020","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","28172","","","","0"
"2019/2020","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","28794","","","","0"
"2019/2020","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","26222","","","","0"
"2019/2020","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","19566","","","","0"
"2019/2020","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","19826","","","","0"
"2019/2020","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","34226","","","","0"
"2019/2020","Quebec","2016A000224","Medicine","Current dollars","75","units","0","v62427550","6.13","24346","","","","0"
"2019/2020","Quebec","2016A000224","Nursing","Current dollars","75","units","0","v62427551","6.14","19811","","","","0"
"2019/2020","Quebec","2016A000224","Pharmacy","Current dollars","75","units","0","v62427552","6.15","19459","","","","0"
"2019/2020","Quebec","2016A000224","Veterinary medicine","Current dollars","75","units","0","v1073542426","6.16","","..","","","0"
"2019/2020","Quebec","2016A000224","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427553","6.17","18687","","","","0"
"2019/2020","Quebec","2016A000224","Personal, protective and transportation services","Current dollars","75","units","0","v1001399420","6.18","22972","","","","0"
"2019/2020","Ontario","2016A000235","Total, field of study","Current dollars","75","units","0","v1001414719","7.19","38108","","","","0"
"2019/2020","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427562","7.1","27558","","","","0"
"2019/2020","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427571","7.2","29517","","","","0"
"2019/2020","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427572","7.3","40632","","","","0"
"2019/2020","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427573","7.4","33698","","","","0"
"2019/2020","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427574","7.5","46205","","","","0"
"2019/2020","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427575","7.6","36824","","","","0"
"2019/2020","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427576","7.7","42485","","","","0"
"2019/2020","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427577","7.8","39476","","","","0"
"2019/2020","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427578","7.9","43585","","","","0"
"2019/2020","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427563","7.10","33101","","","","0"
"2019/2020","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427564","7.11","34047","","","","0"
"2019/2020","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427565","7.12","85908","","","","0"
"2019/2020","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427566","7.13","82630","","","","0"
"2019/2020","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427567","7.14","33480","","","","0"
"2019/2020","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427568","7.15","42551","","","","0"
"2019/2020","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427569","7.16","58476","","","","0"
"2019/2020","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427570","7.17","29102","","","","0"
"2019/2020","Ontario","2016A000235","Personal, protective and transportation services","Current dollars","75","units","0","v114648212","7.18","26909","","","","0"
"2019/2020","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414720","8.19","16179","","","","0"
"2019/2020","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427579","8.1","11670","","","","0"
"2019/2020","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427584","8.2","16025","","","","0"
"2019/2020","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427585","8.3","14718","","","","0"
"2019/2020","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427586","8.4","14642","","","","0"
"2019/2020","Manitoba","2016A000246","Law","Current dollars","75","units","0","v74039603","8.5","26315","","","","0"
"2019/2020","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427587","8.6","17100","","","","0"
"2019/2020","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427588","8.7","16460","","","","0"
"2019/2020","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427589","8.8","16550","","","","0"
"2019/2020","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","21589","","","","0"
"2019/2020","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","17874","","","","0"
"2019/2020","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","16912","","","","0"
"2019/2020","Manitoba","2016A000246","Dentistry","Current dollars","75","units","0","v1073542427","8.12","","..","","","0"
"2019/2020","Manitoba","2016A000246","Medicine","Current dollars","75","units","0","v1073542428","8.13","","..","","","0"
"2019/2020","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","16886","","","","0"
"2019/2020","Manitoba","2016A000246","Pharmacy","Current dollars","75","units","0","v1073542429","8.15","","..","","","0"
"2019/2020","Manitoba","2016A000246","Veterinary medicine","Current dollars","75","units","0","v1073542430","8.16","","..","","","0"
"2019/2020","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","15096","","","","0"
"2019/2020","Manitoba","2016A000246","Personal, protective and transportation services","Current dollars","75","units","0","v114648213","8.18","13634","","","","0"
"2019/2020","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","20607","","","","0"
"2019/2020","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","19657","","","","0"
"2019/2020","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","20425","","","","0"
"2019/2020","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","18424","","","","0"
"2019/2020","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","19264","","","","0"
"2019/2020","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2019/2020","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","21308","","","","0"
"2019/2020","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","19393","","","","0"
"2019/2020","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","19931","","","","0"
"2019/2020","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","22251","","","","0"
"2019/2020","Saskatchewan","2016A000247","Architecture","Current dollars","75","units","0","v1001399421","9.10","17615","","","","0"
"2019/2020","Saskatchewan","2016A000247","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427592","9.11","18108","","","","0"
"2019/2020","Saskatchewan","2016A000247","Dentistry","Current dollars","75","units","0","v62427593","9.12","","..","","","0"
"2019/2020","Saskatchewan","2016A000247","Medicine","Current dollars","75","units","0","v62427594","9.13","","..","","","0"
"2019/2020","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427595","9.14","22532","","","","0"
"2019/2020","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","20675","","","","0"
"2019/2020","Saskatchewan","2016A000247","Veterinary medicine","Current dollars","75","units","0","v1073542431","9.16","","..","","","0"
"2019/2020","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","20922","","","","0"
"2019/2020","Saskatchewan","2016A000247","Personal, protective and transportation services","Current dollars","75","units","0","v114648214","9.18","20138","","","","0"
"2019/2020","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","21884","","","","0"
"2019/2020","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","21055","","","","0"
"2019/2020","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","18453","","","","0"
"2019/2020","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","21343","","","","0"
"2019/2020","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","20819","","","","0"
"2019/2020","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","46197","","","","0"
"2019/2020","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","23039","","","","0"
"2019/2020","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","20866","","","","0"
"2019/2020","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","21138","","","","0"
"2019/2020","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","23913","","","","0"
"2019/2020","Alberta","2016A000248","Architecture","Current dollars","75","units","0","v1073542432","10.10","22267","","","","0"
"2019/2020","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","21296","","","","0"
"2019/2020","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2019/2020","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","57582","","","","0"
"2019/2020","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","19653","","","","0"
"2019/2020","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","51827","","","","0"
"2019/2020","Alberta","2016A000248","Veterinary medicine","Current dollars","75","units","0","v1073542433","10.16","","..","","","0"
"2019/2020","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","20479","","","","0"
"2019/2020","Alberta","2016A000248","Personal, protective and transportation services","Current dollars","75","units","0","v1073542434","10.18","","..","","","0"
"2019/2020","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414723","11.19","27281","","","","0"
"2019/2020","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427483","11.1","21938","","","","0"
"2019/2020","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427488","11.2","26332","","","","0"
"2019/2020","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427489","11.3","28851","","","","0"
"2019/2020","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427490","11.4","28219","","","","0"
"2019/2020","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427491","11.5","32034","","","","0"
"2019/2020","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427492","11.6","24403","","","","0"
"2019/2020","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427493","11.7","28866","","","","0"
"2019/2020","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427494","11.8","25790","","","","0"
"2019/2020","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427495","11.9","30277","","","","0"
"2019/2020","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427484","11.10","32599","","","","0"
"2019/2020","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427485","11.11","31251","","","","0"
"2019/2020","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v1073542435","11.12","69272","","","","0"
"2019/2020","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v1073542436","11.13","","..","","","0"
"2019/2020","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","20044","","","","0"
"2019/2020","British Columbia","2016A000259","Pharmacy","Current dollars","75","units","0","v1073542437","11.15","","..","","","0"
"2019/2020","British Columbia","2016A000259","Veterinary medicine","Current dollars","75","units","0","v1073542438","11.16","","..","","","0"
"2019/2020","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","27294","","","","0"
"2019/2020","British Columbia","2016A000259","Personal, protective and transportation services","Current dollars","75","units","0","v114648215","11.18","18580","","","","0"
"2019/2020","Yukon","2016A000260","Total, field of study","Current dollars","75","units","0","v1210490556","12.19","","..","","","0"
"2019/2020","Yukon","2016A000260","Education","Current dollars","75","units","0","v1210490538","12.1","","..","","","0"
"2019/2020","Yukon","2016A000260","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v1210490539","12.2","","..","","","0"
"2019/2020","Yukon","2016A000260","Humanities","Current dollars","75","units","0","v1210490540","12.3","","..","","","0"
"2019/2020","Yukon","2016A000260","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v1210490541","12.4","","..","","","0"
"2019/2020","Yukon","2016A000260","Law","Current dollars","75","units","0","v1210490542","12.5","","..","","","0"
"2019/2020","Yukon","2016A000260","Business, management and public administration","Current dollars","75","units","0","v1210490543","12.6","","..","","","0"
"2019/2020","Yukon","2016A000260","Physical and life sciences and technologies","Current dollars","75","units","0","v1210490544","12.7","","..","","","0"
"2019/2020","Yukon","2016A000260","Mathematics, computer and information sciences","Current dollars","75","units","0","v1210490545","12.8","","..","","","0"
"2019/2020","Yukon","2016A000260","Engineering","Current dollars","75","units","0","v1210490546","12.9","","..","","","0"
"2019/2020","Yukon","2016A000260","Architecture","Current dollars","75","units","0","v1210490547","12.10","","..","","","0"
