"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014/2015","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427566","7.13","81994","","","","0"
"2014/2015","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427567","7.14","19472","","","","0"
"2014/2015","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427568","7.15","35785","","","","0"
"2014/2015","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427569","7.16","49294","","","","0"
"2014/2015","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427570","7.17","19858","","","","0"
"2014/2015","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414720","8.19","12995","","","","0"
"2014/2015","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427579","8.1","11953","","","","0"
"2014/2015","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427584","8.2","11845","","","","0"
"2014/2015","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427585","8.3","11837","","","","0"
"2014/2015","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427586","8.4","11386","","","","0"
"2014/2015","Manitoba","2016A000246","Law","Current dollars","75","units","0","v74039603","8.5","","..","","","0"
"2014/2015","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427587","8.6","13855","","","","0"
"2014/2015","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427588","8.7","13029","","","","0"
"2014/2015","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427589","8.8","12750","","","","0"
"2014/2015","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","17021","","","","0"
"2014/2015","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","14169","","","","0"
"2014/2015","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","13765","","","","0"
"2014/2015","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","13710","","","","0"
"2014/2015","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","10970","","","","0"
"2014/2015","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","17371","","","","0"
"2014/2015","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","17775","","","","0"
"2014/2015","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","17336","","","","0"
"2014/2015","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","15961","","","","0"
"2014/2015","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","16171","","","","0"
"2014/2015","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","18219","","","","0"
"2014/2015","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","15997","","","","0"
"2014/2015","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","16718","","","","0"
"2014/2015","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","18090","","","","0"
"2014/2015","Saskatchewan","2016A000247","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427592","9.11","14711","","","","0"
"2014/2015","Saskatchewan","2016A000247","Dentistry","Current dollars","75","units","0","v62427593","9.12","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Medicine","Current dollars","75","units","0","v62427594","9.13","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427595","9.14","18379","","","","0"
"2014/2015","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","","..","","","0"
"2014/2015","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","17936","","","","0"
"2014/2015","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","19826","","","","0"
"2014/2015","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","19014","","","","0"
"2014/2015","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","17920","","","","0"
"2014/2015","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","18896","","","","0"
"2014/2015","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","18997","","","","0"
"2014/2015","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","35339","","","","0"
"2014/2015","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","20400","","","","0"
"2014/2015","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","18883","","","","0"
"2014/2015","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","18572","","","","0"
"2014/2015","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","22321","","","","0"
"2014/2015","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","19495","","","","0"
"2014/2015","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2014/2015","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","57582","","","","0"
"2014/2015","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","17526","","","","0"
"2014/2015","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","34802","","","","0"
"2014/2015","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","17567","","","","0"
"2014/2015","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414723","11.19","18950","","","","0"
"2014/2015","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427483","11.1","17277","","","","0"
"2014/2015","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427488","11.2","17838","","","","0"
"2014/2015","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427489","11.3","20512","","","","0"
"2014/2015","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427490","11.4","19210","","","","0"
"2014/2015","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427491","11.5","24862","","","","0"
"2014/2015","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427492","11.6","17433","","","","0"
"2014/2015","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427493","11.7","19315","","","","0"
"2014/2015","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427494","11.8","18249","","","","0"
"2014/2015","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427495","11.9","20382","","","","0"
"2014/2015","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427484","11.10","22578","","","","0"
"2014/2015","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427485","11.11","20893","","","","0"
"2014/2015","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","16477","","","","0"
"2014/2015","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","19486","","","","0"
"2015/2016","Canada","2016A000011124","Total, field of study","Current dollars","75","units","0","v1001414713","1.19","22346","","","","0"
"2015/2016","Canada","2016A000011124","Education","Current dollars","75","units","0","v62427452","1.1","16712","","","","0"
"2015/2016","Canada","2016A000011124","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427461","1.2","19766","","","","0"
"2015/2016","Canada","2016A000011124","Humanities","Current dollars","75","units","0","v62427462","1.3","21021","","","","0"
"2015/2016","Canada","2016A000011124","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427463","1.4","20644","","","","0"
"2015/2016","Canada","2016A000011124","Law","Current dollars","75","units","0","v62427464","1.5","25864","","","","0"
"2015/2016","Canada","2016A000011124","Business, management and public administration","Current dollars","75","units","0","v62427465","1.6","22340","","","","0"
"2015/2016","Canada","2016A000011124","Physical and life sciences and technologies","Current dollars","75","units","0","v62427466","1.7","22954","","","","0"
"2015/2016","Canada","2016A000011124","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427467","1.8","23643","","","","0"
"2015/2016","Canada","2016A000011124","Engineering","Current dollars","75","units","0","v62427468","1.9","25112","","","","0"
"2015/2016","Canada","2016A000011124","Architecture","Current dollars","75","units","0","v62427453","1.10","21033","","","","0"
"2015/2016","Canada","2016A000011124","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427454","1.11","19327","","","","0"
"2015/2016","Canada","2016A000011124","Dentistry","Current dollars","75","units","0","v62427455","1.12","50646","","","","0"
"2015/2016","Canada","2016A000011124","Medicine","Current dollars","75","units","0","v62427456","1.13","31881","","","","0"
"2015/2016","Canada","2016A000011124","Nursing","Current dollars","75","units","0","v62427457","1.14","18152","","","","0"
"2015/2016","Canada","2016A000011124","Pharmacy","Current dollars","75","units","0","v62427458","1.15","30997","","","","0"
"2015/2016","Canada","2016A000011124","Veterinary medicine","Current dollars","75","units","0","v62427459","1.16","54326","","","","0"
"2015/2016","Canada","2016A000011124","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427460","1.17","19269","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Total, field of study","Current dollars","75","units","0","v1001414714","2.19","9360","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Education","Current dollars","75","units","0","v62427496","2.1","9680","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427501","2.2","8800","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Humanities","Current dollars","75","units","0","v62427502","2.3","8800","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427503","2.4","8800","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Business, management and public administration","Current dollars","75","units","0","v62427504","2.6","9680","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Physical and life sciences and technologies","Current dollars","75","units","0","v62427505","2.7","8800","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427506","2.8","8800","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Engineering","Current dollars","75","units","0","v62427507","2.9","9680","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Medicine","Current dollars","75","units","0","v62427497","2.13","30000","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Nursing","Current dollars","75","units","0","v62427498","2.14","8800","","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Pharmacy","Current dollars","75","units","0","v62427499","2.15","","..","","","0"
"2015/2016","Newfoundland and Labrador","2016A000210","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427500","2.17","","..","","","0"
"2015/2016","Prince Edward Island","2016A000211","Total, field of study","Current dollars","75","units","0","v1001414715","3.19","22146","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Education","Current dollars","75","units","0","v62427508","3.1","14073","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427512","3.2","12312","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Humanities","Current dollars","75","units","0","v62427513","3.3","12312","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427514","3.4","12312","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Business, management and public administration","Current dollars","75","units","0","v62427515","3.6","12312","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Physical and life sciences and technologies","Current dollars","75","units","0","v62427516","3.7","12312","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427517","3.8","12312","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Engineering","Current dollars","75","units","0","v62427518","3.9","","..","","","0"
"2015/2016","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v62427509","3.14","12312","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427510","3.16","56372","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427511","3.17","12312","","","","0"
"2015/2016","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414716","4.19","14705","","","","0"
"2015/2016","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427519","4.1","11838","","","","0"
"2015/2016","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427526","4.2","14371","","","","0"
"2015/2016","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427527","4.3","14588","","","","0"
"2015/2016","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427528","4.4","14790","","","","0"
"2015/2016","Nova Scotia","2016A000212","Law","Current dollars","75","units","0","v62427529","4.5","22896","","","","0"
"2015/2016","Nova Scotia","2016A000212","Business, management and public administration","Current dollars","75","units","0","v62427530","4.6","14030","","","","0"
"2015/2016","Nova Scotia","2016A000212","Physical and life sciences and technologies","Current dollars","75","units","0","v62427531","4.7","15270","","","","0"
"2015/2016","Nova Scotia","2016A000212","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427532","4.8","15867","","","","0"
"2015/2016","Nova Scotia","2016A000212","Engineering","Current dollars","75","units","0","v62427533","4.9","16559","","","","0"
"2015/2016","Nova Scotia","2016A000212","Architecture","Current dollars","75","units","0","v62427520","4.10","16008","","","","0"
"2015/2016","Nova Scotia","2016A000212","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427521","4.11","13087","","","","0"
"2015/2016","Nova Scotia","2016A000212","Dentistry","Current dollars","75","units","0","v62427522","4.12","46680","","","","0"
"2015/2016","Nova Scotia","2016A000212","Medicine","Current dollars","75","units","0","v62427523","4.13","27003","","","","0"
"2015/2016","Nova Scotia","2016A000212","Nursing","Current dollars","75","units","0","v62427524","4.14","15144","","","","0"
"2015/2016","Nova Scotia","2016A000212","Pharmacy","Current dollars","75","units","0","v62468726","4.15","","..","","","0"
"2015/2016","Nova Scotia","2016A000212","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427525","4.17","15024","","","","0"
"2015/2016","New Brunswick","2016A000213","Total, field of study","Current dollars","75","units","0","v1001414717","5.19","13125","","","","0"
"2015/2016","New Brunswick","2016A000213","Education","Current dollars","75","units","0","v62427534","5.1","13875","","","","0"
"2015/2016","New Brunswick","2016A000213","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427538","5.2","14371","","","","0"
"2015/2016","New Brunswick","2016A000213","Humanities","Current dollars","75","units","0","v62427539","5.3","14562","","","","0"
"2015/2016","New Brunswick","2016A000213","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427540","5.4","12422","","","","0"
"2015/2016","New Brunswick","2016A000213","Law","Current dollars","75","units","0","v62427541","5.5","11079","","","","0"
"2015/2016","New Brunswick","2016A000213","Business, management and public administration","Current dollars","75","units","0","v62427542","5.6","12796","","","","0"
"2015/2016","New Brunswick","2016A000213","Physical and life sciences and technologies","Current dollars","75","units","0","v62427543","5.7","13795","","","","0"
"2015/2016","New Brunswick","2016A000213","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427544","5.8","12482","","","","0"
"2015/2016","New Brunswick","2016A000213","Engineering","Current dollars","75","units","0","v62427545","5.9","13447","","","","0"
"2015/2016","New Brunswick","2016A000213","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427535","5.11","12747","","","","0"
"2015/2016","New Brunswick","2016A000213","Nursing","Current dollars","75","units","0","v62427536","5.14","10689","","","","0"
"2015/2016","New Brunswick","2016A000213","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427537","5.17","13213","","","","0"
"2015/2016","Quebec","2016A000224","Total, field of study","Current dollars","75","units","0","v1001414718","6.19","20269","","","","0"
"2015/2016","Quebec","2016A000224","Education","Current dollars","75","units","0","v62427546","6.1","15654","","","","0"
"2015/2016","Quebec","2016A000224","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427554","6.2","17059","","","","0"
"2015/2016","Quebec","2016A000224","Humanities","Current dollars","75","units","0","v62427555","6.3","15766","","","","0"
"2015/2016","Quebec","2016A000224","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427556","6.4","19030","","","","0"
"2015/2016","Quebec","2016A000224","Law","Current dollars","75","units","0","v62427557","6.5","23296","","","","0"
"2015/2016","Quebec","2016A000224","Business, management and public administration","Current dollars","75","units","0","v62427558","6.6","21238","","","","0"
"2015/2016","Quebec","2016A000224","Physical and life sciences and technologies","Current dollars","75","units","0","v62427559","6.7","23119","","","","0"
"2015/2016","Quebec","2016A000224","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427560","6.8","23235","","","","0"
"2015/2016","Quebec","2016A000224","Engineering","Current dollars","75","units","0","v62427561","6.9","22216","","","","0"
"2015/2016","Quebec","2016A000224","Architecture","Current dollars","75","units","0","v62427547","6.10","17441","","","","0"
"2015/2016","Quebec","2016A000224","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427548","6.11","17492","","","","0"
"2015/2016","Quebec","2016A000224","Dentistry","Current dollars","75","units","0","v62427549","6.12","29533","","","","0"
"2015/2016","Quebec","2016A000224","Medicine","Current dollars","75","units","0","v62427550","6.13","23406","","","","0"
"2015/2016","Quebec","2016A000224","Nursing","Current dollars","75","units","0","v62427551","6.14","17322","","","","0"
"2015/2016","Quebec","2016A000224","Pharmacy","Current dollars","75","units","0","v62427552","6.15","17413","","","","0"
"2015/2016","Quebec","2016A000224","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427553","6.17","16200","","","","0"
"2015/2016","Ontario","2016A000235","Total, field of study","Current dollars","75","units","0","v1001414719","7.19","27627","","","","0"
"2015/2016","Ontario","2016A000235","Education","Current dollars","75","units","0","v62427562","7.1","26501","","","","0"
"2015/2016","Ontario","2016A000235","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427571","7.2","22380","","","","0"
"2015/2016","Ontario","2016A000235","Humanities","Current dollars","75","units","0","v62427572","7.3","28731","","","","0"
"2015/2016","Ontario","2016A000235","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427573","7.4","24278","","","","0"
"2015/2016","Ontario","2016A000235","Law","Current dollars","75","units","0","v62427574","7.5","26689","","","","0"
"2015/2016","Ontario","2016A000235","Business, management and public administration","Current dollars","75","units","0","v62427575","7.6","28204","","","","0"
"2015/2016","Ontario","2016A000235","Physical and life sciences and technologies","Current dollars","75","units","0","v62427576","7.7","28687","","","","0"
"2015/2016","Ontario","2016A000235","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427577","7.8","26783","","","","0"
"2015/2016","Ontario","2016A000235","Engineering","Current dollars","75","units","0","v62427578","7.9","30623","","","","0"
"2015/2016","Ontario","2016A000235","Architecture","Current dollars","75","units","0","v62427563","7.10","28087","","","","0"
"2015/2016","Ontario","2016A000235","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427564","7.11","24347","","","","0"
"2015/2016","Ontario","2016A000235","Dentistry","Current dollars","75","units","0","v62427565","7.12","62161","","","","0"
"2015/2016","Ontario","2016A000235","Medicine","Current dollars","75","units","0","v62427566","7.13","85218","","","","0"
"2015/2016","Ontario","2016A000235","Nursing","Current dollars","75","units","0","v62427567","7.14","22109","","","","0"
"2015/2016","Ontario","2016A000235","Pharmacy","Current dollars","75","units","0","v62427568","7.15","33405","","","","0"
"2015/2016","Ontario","2016A000235","Veterinary medicine","Current dollars","75","units","0","v62427569","7.16","50625","","","","0"
"2015/2016","Ontario","2016A000235","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427570","7.17","22236","","","","0"
"2015/2016","Manitoba","2016A000246","Total, field of study","Current dollars","75","units","0","v1001414720","8.19","14385","","","","0"
"2015/2016","Manitoba","2016A000246","Education","Current dollars","75","units","0","v62427579","8.1","6714","","","","0"
"2015/2016","Manitoba","2016A000246","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427584","8.2","13738","","","","0"
"2015/2016","Manitoba","2016A000246","Humanities","Current dollars","75","units","0","v62427585","8.3","13079","","","","0"
"2015/2016","Manitoba","2016A000246","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427586","8.4","12886","","","","0"
"2015/2016","Manitoba","2016A000246","Law","Current dollars","75","units","0","v74039603","8.5","23193","","","","0"
"2015/2016","Manitoba","2016A000246","Business, management and public administration","Current dollars","75","units","0","v62427587","8.6","15143","","","","0"
"2015/2016","Manitoba","2016A000246","Physical and life sciences and technologies","Current dollars","75","units","0","v62427588","8.7","14424","","","","0"
"2015/2016","Manitoba","2016A000246","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427589","8.8","14293","","","","0"
"2015/2016","Manitoba","2016A000246","Engineering","Current dollars","75","units","0","v62427590","8.9","18981","","","","0"
"2015/2016","Manitoba","2016A000246","Architecture","Current dollars","75","units","0","v62427580","8.10","15761","","","","0"
"2015/2016","Manitoba","2016A000246","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427581","8.11","14967","","","","0"
"2015/2016","Manitoba","2016A000246","Nursing","Current dollars","75","units","0","v62427582","8.14","14994","","","","0"
"2015/2016","Manitoba","2016A000246","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427583","8.17","14700","","","","0"
"2015/2016","Saskatchewan","2016A000247","Total, field of study","Current dollars","75","units","0","v1001414721","9.19","18096","","","","0"
"2015/2016","Saskatchewan","2016A000247","Education","Current dollars","75","units","0","v62427591","9.1","18082","","","","0"
"2015/2016","Saskatchewan","2016A000247","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427598","9.2","18220","","","","0"
"2015/2016","Saskatchewan","2016A000247","Humanities","Current dollars","75","units","0","v62427599","9.3","16715","","","","0"
"2015/2016","Saskatchewan","2016A000247","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427600","9.4","16777","","","","0"
"2015/2016","Saskatchewan","2016A000247","Law","Current dollars","75","units","0","v62427601","9.5","","..","","","0"
"2015/2016","Saskatchewan","2016A000247","Business, management and public administration","Current dollars","75","units","0","v62427602","9.6","19036","","","","0"
"2015/2016","Saskatchewan","2016A000247","Physical and life sciences and technologies","Current dollars","75","units","0","v62427603","9.7","16251","","","","0"
"2015/2016","Saskatchewan","2016A000247","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427604","9.8","17192","","","","0"
"2015/2016","Saskatchewan","2016A000247","Engineering","Current dollars","75","units","0","v62427605","9.9","19023","","","","0"
"2015/2016","Saskatchewan","2016A000247","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427592","9.11","15142","","","","0"
"2015/2016","Saskatchewan","2016A000247","Dentistry","Current dollars","75","units","0","v62427593","9.12","","..","","","0"
"2015/2016","Saskatchewan","2016A000247","Medicine","Current dollars","75","units","0","v62427594","9.13","","..","","","0"
"2015/2016","Saskatchewan","2016A000247","Nursing","Current dollars","75","units","0","v62427595","9.14","19588","","","","0"
"2015/2016","Saskatchewan","2016A000247","Pharmacy","Current dollars","75","units","0","v62427596","9.15","","..","","","0"
"2015/2016","Saskatchewan","2016A000247","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427597","9.17","18814","","","","0"
"2015/2016","Alberta","2016A000248","Total, field of study","Current dollars","75","units","0","v1001414722","10.19","20412","","","","0"
"2015/2016","Alberta","2016A000248","Education","Current dollars","75","units","0","v62427469","10.1","19196","","","","0"
"2015/2016","Alberta","2016A000248","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427475","10.2","18607","","","","0"
"2015/2016","Alberta","2016A000248","Humanities","Current dollars","75","units","0","v62427476","10.3","19371","","","","0"
"2015/2016","Alberta","2016A000248","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427477","10.4","19542","","","","0"
"2015/2016","Alberta","2016A000248","Law","Current dollars","75","units","0","v62427478","10.5","42314","","","","0"
"2015/2016","Alberta","2016A000248","Business, management and public administration","Current dollars","75","units","0","v62427479","10.6","20893","","","","0"
"2015/2016","Alberta","2016A000248","Physical and life sciences and technologies","Current dollars","75","units","0","v62427480","10.7","19223","","","","0"
"2015/2016","Alberta","2016A000248","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427481","10.8","19378","","","","0"
"2015/2016","Alberta","2016A000248","Engineering","Current dollars","75","units","0","v62427482","10.9","23438","","","","0"
"2015/2016","Alberta","2016A000248","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427470","10.11","19900","","","","0"
"2015/2016","Alberta","2016A000248","Dentistry","Current dollars","75","units","0","v62468709","10.12","","..","","","0"
"2015/2016","Alberta","2016A000248","Medicine","Current dollars","75","units","0","v62427471","10.13","57582","","","","0"
"2015/2016","Alberta","2016A000248","Nursing","Current dollars","75","units","0","v62427472","10.14","18453","","","","0"
"2015/2016","Alberta","2016A000248","Pharmacy","Current dollars","75","units","0","v62427473","10.15","35566","","","","0"
"2015/2016","Alberta","2016A000248","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427474","10.17","17203","","","","0"
"2015/2016","British Columbia","2016A000259","Total, field of study","Current dollars","75","units","0","v1001414723","11.19","20485","","","","0"
"2015/2016","British Columbia","2016A000259","Education","Current dollars","75","units","0","v62427483","11.1","18193","","","","0"
"2015/2016","British Columbia","2016A000259","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427488","11.2","18939","","","","0"
"2015/2016","British Columbia","2016A000259","Humanities","Current dollars","75","units","0","v62427489","11.3","22382","","","","0"
"2015/2016","British Columbia","2016A000259","Social and behavioural sciences, and legal studies","Current dollars","75","units","0","v62427490","11.4","20391","","","","0"
"2015/2016","British Columbia","2016A000259","Law","Current dollars","75","units","0","v62427491","11.5","24722","","","","0"
"2015/2016","British Columbia","2016A000259","Business, management and public administration","Current dollars","75","units","0","v62427492","11.6","18931","","","","0"
"2015/2016","British Columbia","2016A000259","Physical and life sciences and technologies","Current dollars","75","units","0","v62427493","11.7","21091","","","","0"
"2015/2016","British Columbia","2016A000259","Mathematics, computer and information sciences","Current dollars","75","units","0","v62427494","11.8","19652","","","","0"
"2015/2016","British Columbia","2016A000259","Engineering","Current dollars","75","units","0","v62427495","11.9","21913","","","","0"
"2015/2016","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427484","11.10","23649","","","","0"
"2015/2016","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427485","11.11","23144","","","","0"
"2015/2016","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427486","11.14","18418","","","","0"
"2015/2016","British Columbia","2016A000259","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427487","11.17","20858","","","","0"
"2016/2017","Canada","2016A000011124","Total, field of study","Current dollars","75","units","0","v1001414713","1.19","23677","","","","0"
"2016/2017","Canada","2016A000011124","Education","Current dollars","75","units","0","v62427452","1.1","17821","","","","0"
"2016/2017","Canada","2016A000011124","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427461","1.2","20863","","","","0"
